id_loan,id_direct_loantaker,name_direct_loantaker,id_ultimate_parent,name_ultimate_parent,loan_size_outstanding,loan_size_outstanding_currency,loan_size_credit_limit,loan_size_credit_limit_currency,sector_classification_system,sector_classification_input_type,sector_classification_direct_loantaker,fi_type,flag_project_finance_loan,name_intermediate_parent,name_project,lei_direct_loantaker,isin_direct_loantaker
L20,C287,Ytl Powerseraya Pte Ltd,UP35,Bnb Renewable Energy Holdings Llc,308217,EUR,19792767,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L21,C286,Ytl Power International Bhd,UP63,Cisa Spa,226553,EUR,18978063,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L22,C285,Ytl Corp Bhd,UP187,Mr. Lay Se.,196857,EUR,18681807,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L23,C283,Ypic International Energy Cooperation & Development Company,UP297,Wallenstam Vindkraft Nyckeltorp Ab,195929,EUR,18672549,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L24,C282,Ypfb Corporacion,UP209,Phoenix Energy,309145,EUR,19802025,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L25,C281,Ypf Sa,UP296,Viridian Energy Supply,266457,EUR,19376157,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L26,C280,Ypf Energia Electrica Sa,UP67,"Coast Intelligen, Inc",199641,EUR,0,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L27,C278,Younicos Ag,UP45,Ce Energy Holding Ag,197785,EUR,0,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L28,C276,"Youngduk Wind Power Co., Ltd.",UP195,Northstone Power Corp.,315641,EUR,-5000000,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L29,C275,Younas Brothers Group,UP246,Shivnath Rai Harnarain (India) Ltd.,267385,EUR,-242,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L30,C274,Yosemite Unified School District,UP33,Bhushan Energy Ltd.,209849,EUR,18811419,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L31,C273,Yorkshire Windpower Limited,UP5,Agni Steels Private Limited,204281,EUR,18755871,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L32,C272,Yorkshire Water Services Ltd,UP190,Nagpur Tools Pvt. Ltd.,320281,EUR,19913121,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L33,C271,York University,UP203,"Pantanal Energetica, Ltda.",378745,EUR,20496375,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L34,C270,York Research Corporation,UP100,Fugong Fengyuan Hydropower Development Co. Ltd.,217273,EUR,18885483,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L35,C269,York County Solid Waste Authority,UP173,Man Diesel Se,207065,EUR,18783645,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L36,C268,York Cogeneration Corporation,UP109,Global Green Power Plc,327705,EUR,19987185,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L37,C267,York Capital Management Llc,UP40,Carleton College,220057,EUR,18913257,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L38,C266,"Yongzhou Zhongxin Hydropower Development Co., Ltd.",UP257,Soundararaja Mills Limited,223769,EUR,18950289,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L39,C265,"Yongzhou Lengshuitan Shunhe Hydropower Co., Ltd.",UP188,Mrs. V. Sabithamani,208921,EUR,18802161,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L40,C264,"Yongzhou Jingyuan Integrated Development Co., Ltd.",UP259,South African Renewable Green Energy (Pty) Ltd,350905,EUR,20218635,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L41,C263,"Yongren County Wanyuan Hydropower Development Co., Ltd.",UP97,Fg Wilson (Engineering) Limited,275737,EUR,19468737,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L42,C262,"Yongji Co-Generation Power Co., Ltd.",UP30,Bethlehem Hydro (Pty) Ltd.,224697,EUR,18959547,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L43,C261,Yongcheng Coal & Electricity Holding Group Co Ltd,UP152,Jsw Group,230265,EUR,19015095,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L44,C260,Yongchang Dongfang Hydropower Development Co. Ltd.,UP278,Tongaat Hulett Sugar Limited,357401,EUR,20283441,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L45,C259,Yondenko Corp,UP156,"Karumai Nishi Solar, Llc.",352761,EUR,20237151,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L46,C258,Yonden Engineering Corporation,UP17,Angabergs Lantbruks Ab,311001,EUR,19820541,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L47,C257,Yolo County Flood Control & Water Conservation District,UP38,Brikel Ead,411225,EUR,20820405,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L48,C256,Yolo County,UP201,Oshawa Power And Utilities Corporation,240473,EUR,19116933,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L49,C255,Yoki Alimentos Sa,UP66,Classic Textiles,305433,EUR,19764993,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L50,C254,Ymca Milford/Woodruff,UP219,Renova Group,231193,EUR,19024353,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L51,C253,Ymc Build More Pvt Ltd,UP90,Empresa Administradora Chungar Sac,236761,EUR,19079901,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L52,C252,"Ykk Usa, Inc.",UP73,Daimachi Natural Energy Research Inc,358329,EUR,20292699,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L53,C251,Ykk Gps (Queensland) Pty Ltd.,UP91,Energiegenossenschaft Schwalm-Knull Eg,325849,EUR,19968669,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L54,C250,Yiyang Kaidi Green Energy Development Co. Ltd.,UP43,Cattle Farm Tamminga,232121,EUR,19033611,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L55,C249,"Yiyang Baoyuan Power Generation Co., Ltd.",UP72,Dahua Engineering Management,239545,EUR,19107675,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L56,C248,Yit Corporation,UP224,Rtr Capital Srl,359257,EUR,20301957,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L57,C247,Yingli Green Energy Holding Co Ltd,UP85,Ecoware S.P.A.,382457,EUR,20533407,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L58,C246,Yingli Energy (China) Co Ltd,UP166,Kuopion Energia Oy,234905,EUR,19061385,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L59,C245,Yingjiang Nandihe Hydropower Co. Ltd.,UP169,Lakshmi Ring Travellers (Coimbatore) Ltd.,249753,EUR,19209513,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L60,C244,"Yingjiang Mulong River Hydropower Exploitation Co., Ltd.",UP199,Oekostrom Ag,371321,EUR,20422311,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L61,C243,"Yingjiang Mingyu Electric Power Development Co.,Ltd.",UP252,"Sky Volt, Llc",405657,EUR,20764857,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L62,C242,Yingjiang Mengyuan Electricity Development Co Ltd,UP13,Alands Vindkraft Ab,238617,EUR,19098417,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L63,C241,Yingjiang Mengdian River Second Level Power Station Co Ltd.,UP221,Rosa Flora Ltd.,252537,EUR,19237287,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L64,C240,"Yingjiang Longhui Co., Ltd.",UP261,St. Mary Home,376889,EUR,20477859,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L65,C239,"Yingjiang Hongfu Investment Co., Ltd.",UP76,Destilaria Alcidia S/A,399161,EUR,20700051,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L66,C238,"Yingjiang County Mingliang Trading Co., Ltd.",UP131,Hydro Jet (Pvt) Ltd,251609,EUR,19228029,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L67,C237,"Yingjiang County Binglang River Hydroelectric Power Co., Ltd.",UP175,"Maple Leaf Dairy, Inc.",264601,EUR,19357641,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L68,C236,Yin Ech,UP86,Edison Mission Group Inc.,379673,EUR,20505633,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L69,C235,Yima Jinjiang Energy Comprehensive Utilisation Company Limited,UP241,Shah Foils Pvt Ltd,233977,EUR,19052127,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L70,C234,Yiliang Dianneng Luoze River Basin Power Generation Limited,UP124,Hidroel. Coto Minero. S.A.,253465,EUR,19246545,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L71,C233,Yildiz Enerji Elektrik Uretim A.S.,UP93,Epr Thetford Limited,271097,EUR,19422447,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L72,C232,Yildirim Group,UP280,"Tri Energy Co., Ltd.",380601,EUR,20514891,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L73,C231,Yildirim Energy Investments Inc,UP74,Dakota Magic Casino & Hotel,349977,EUR,20209377,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L74,C230,"Yilan Longyuan Huineng Wind Power Co., Ltd.",UP65,City Of Utsunomiya,254393,EUR,19255803,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L75,C229,"Yidu East Sunshine Industrial Development Co., Ltd.",UP216,Quest Energy Llc,277593,EUR,19487253,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L76,C228,"Yichun Xinganling Wind Power Co., Ltd.",UP34,Biopower Systems Pty Ltd,399161,EUR,20700051,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L77,C146,Nanjing Guodian Nanjing Automation New Energy Technology Co Ltd,UP272,Techint Compagnia Tecnica Internazionale Spa,404729,EUR,20755599,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L78,C145,Nanjing Gcl New Energy,UP21,Armada Kommunfastigheter Ab,257177,EUR,19283577,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L79,C144,Nanjing Chemical Industries Co Ltd,UP204,Parque De Generacion Aguaprieta Sapi De Cv,283161,EUR,19542801,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L80,C143,Naniwa Energy Llc,UP151,Jp Jewellers,401017,EUR,20718567,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L81,C142,Nandi Roller Flour Mills Pvt. Ltd.,UP293,Vier Industry And Trade Mate Ltd,411225,EUR,20820405,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L82,C141,Nandhi Spinning Mills Private Limited,UP88,Elaqua Ag,260889,EUR,19320609,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L83,C140,Nandan Wind Energy Development,UP135,Innovent Sas,286873,EUR,19579833,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L84,C139,Nanco Hosiery Mills,UP263,Standard Solar Inc,408441,EUR,20792631,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L85,C138,"Nanchong Electric Power Development Co., Ltd.",UP160,Kksk Sharira Wind,198713,EUR,18700323,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L86,C137,Nanaimo Forest Products Ltd.,UP1,Aba Hydropower Generation Co Ltd,263673,EUR,19348383,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L87,C136,Nana Layja Power Co. Ltd.,UP256,Song Ba Joint Stock Company,296153,EUR,19672413,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L88,C135,Nampower,UP116,"Guohua (Tongliao) Wind Power Co., Ltd.",409369,EUR,20801889,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L89,C134,Nammo Liab Ab,UP300,Warmeverbundkraftwerk Freiburg Gmbh,235833,EUR,19070643,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L90,C133,Namhae Energy,UP312,Zhejiang Electric Power Industry Bureau,314713,EUR,19857573,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L91,C132,Namgis First Nation,UP141,"Jericho Rise Wind Farm, Llc",395449,EUR,20663019,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L92,C131,Nama Holding Company Saoc,UP214,Power Electronics Ltd.,241401,EUR,19126191,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L93,C130,Nam Lum Hydroelectric,UP14,Allianz Capital Partners Gmbh,242329,EUR,19135449,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L94,C129,"Nam Long Power Co., Ltd.",UP31,Bhagawati Hydropower Development Company,269241,EUR,19403931,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L95,C128,Nam Chien Hydropower Joint Stock Company,UP240,Sembcorp Utilities (Uk) Ltd,300793,EUR,19718703,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L96,C127,Nalsing Gad Hydropower Development Committee,UP277,Tolsa S.A.,182937,EUR,18542937,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L97,C126,Nalini Properties Pvt. Ltd.,UP158,Kaytee Apex Pvt. Ltd.,311929,EUR,19829799,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L98,C124,Nagreeka Foils Ltd,UP64,City Maebashi,272953,EUR,19440963,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L99,C123,Nagpur Tools Pvt. Ltd.,UP44,Cattle Farm Ubbels,304505,EUR,19755735,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L100,C122,Nagina Cotton Mills Ltd,UP37,Bombay Crimper,215417,EUR,18866967,EUR,NACE,Code,3511,Loan,No,NA,NA,NA,NA
L101,C45,Hakushin Kisen,UP22,Arriva Shipping As,321209,EUR,19922379,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L102,C46,Hakuyo Kisen Kk,UP153,Kalkan Denizcilik Petrol,276665,EUR,19477995,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L103,C47,Hakvoort Transport Shipping Bv,UP189,Mulya Bahari Perkasa,307289,EUR,19783509,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L104,C48,Hal Corporation Kk,UP271,Tanzania Govt,219129,EUR,18903999,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L105,C49,Halkidon Shipping Corp,UP284,Ukrainian Danube Shipping Co,367609,EUR,20385279,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L106,C50,Halong Import Export,UP306,Yosqui Investments Corp,280377,EUR,19515027,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L107,C51,Haltbakk Bunkers As,UP247,Showa Nittan Maritime Co Ltd,330489,EUR,20014959,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L108,C52,Halten Bulk As,UP168,Labrador Marine Inc,221913,EUR,18931773,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L109,C53,Ham Rong Shipping Jsc,UP281,Tsetan-Bunker Co Ltd,250681,EUR,19218771,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L110,C54,Hamaguchi Kaiun,UP287,United Shipping Lines Ltd,282233,EUR,19533543,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L111,C55,Hamaguchi Kaiun Yk,UP313,Zhoushan Hefeng Shipping Co,348121,EUR,20190861,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L112,C56,Hamamoto Kaijo Yk,UP315,Zhoushan Zhongchang Shipping,228409,EUR,18996579,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L113,C57,Hamano Kaiun Kk,UP319,Zurich Ag,347193,EUR,20181603,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L114,C58,Hamasaki Kaiun Kk,UP143,Jet Shipmanagement Ltd,285017,EUR,19561317,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L115,C59,Hamaura Kaiun,UP125,Highland Maritime Co Ltd,353689,EUR,20246409,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L116,C60,Hamayu Kaiun,UP42,Carten Shipping As,246041,EUR,19172481,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L117,C61,Hamburg Sud Italia Srl,UP244,Shanghai Dingheng Shpg Co Ltd,391737,EUR,20625987,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L118,C62,Hamburg Sudamerikanische,UP197,Nsb Niederelbe Schiffahrtsges,290585,EUR,19616865,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L119,C63,Hamburger Lloyd,UP98,Foong Sun Shipping Pte Ltd,361113,EUR,20320473,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L120,C64,Hamer Balikcilik Ve Denizcilik,UP310,Zadeh Mk,262745,EUR,19339125,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L121,C65,Hamidavi A,UP111,Grater Trading Inc,220985,EUR,18922515,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L122,C66,Hammann & Prahm Reederei Gmbh,UP177,Mayaka Owanga E,292441,EUR,19635381,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L123,C67,Hammonia Reederei Gmbh,UP205,Pasabahce Denizcilik Turizm,364825,EUR,20357505,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L124,C68,Hammy Distributors & Services,UP16,Alyzia Shipping Co,274809,EUR,19459479,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L125,C69,Hamza Engineering & Electric,UP314,Zhoushan Yongcheng Marine Co,244185,EUR,19153965,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L126,C70,Hamza Shipping Co,UP172,Mammiri Line Pt,302649,EUR,19737219,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L127,C71,Han Dong,UP222,Rosneft Jsc,365753,EUR,20366763,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L128,C72,Han Gang Tankers Inc,UP249,Simon Mokster Shipping As,287801,EUR,19589091,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L129,C73,Han Il Shipping,UP311,Zhang Yf,394521,EUR,20653761,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L130,C74,Han Navigator Shipping Pte Ltd,UP155,Kartrade Oil Ltd,306361,EUR,19774251,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L131,C75,Han Ren Heavylift Shipping Co,UP12,Akij Shipping Line Ltd,372249,EUR,20431569,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L132,C76,Han Ship Management Pte Ltd,UP291,Valour Offshore Marine Service,289657,EUR,19607607,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L133,C77,Han Sung Line Co Ltd,UP55,China Shipping Bulk Carrier Co,248825,EUR,19200255,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L134,C78,Hana Marine Co Ltd,UP167,Kurilskiy Rybak Jsc,326777,EUR,19977927,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L135,C79,Hanaro Shipping Co Ltd-Busan,UP24,Avin International Ltd,400089,EUR,20709309,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L136,C80,Hanaro Shipping Co Ltd-Seoul,UP137,Ir-Bos Trans Ltd,247897,EUR,19190997,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L137,C81,Handal Mutiara Pacific,UP75,Dan Xuan Shipping Co Ltd,259033,EUR,19302093,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L138,C82,Handong Marine,UP101,Fujian Province Nan'An City,310073,EUR,19811283,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L139,C83,Handong Shipbuilding Co Ltd,UP174,Manisa Bulk Uk Ltd,375961,EUR,20468601,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L140,C84,Handytankers K/S,UP273,Thanh Trung Transport Co Ltd,299865,EUR,19709445,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L141,C85,Hanei Kaiun,UP228,Sampaguita Shipping Corp,190361,EUR,18617001,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L142,C86,Hang Hai Co Ltd,UP4,Africon Shipping Sa,318425,EUR,19894605,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L143,C87,Hang Woo Ship Management Ltd,UP239,Sea-Cargo As,385241,EUR,20561181,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L144,C88,Hangli Shipping Pte Ltd,UP308,Yu Xing Shipping Ltd,313785,EUR,19848315,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L145,C89,Hanil Express Co Ltd,UP157,Katsumaru Kaiun,214489,EUR,18857709,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L146,C90,Hanison,UP210,Picnic Marine Co Ltd,322137,EUR,19931637,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L147,C91,Hanjin Heavy Industries & Cons,UP165,Kuang Ming (Liberia) Corp,390809,EUR,20616729,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L148,C92,Hanjin Overseas Bulk Ltd,UP162,Korea Uljibong Shipping Co,317497,EUR,19885347,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L149,C93,Hanjin Overseas Tanker Pte Ltd,UP108,Giant Shipping Lines,218201,EUR,18894741,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L150,C94,Hanjin Shipping Co Ltd,UP179,Mentari Surya Pradana Pt,323993,EUR,19950153,EUR,NACE,Code,3011,Loan,No,NA,NA,NA,NA
L151,C168,Shaanxi Auto,UP318,Zoox,396377,EUR,20672277,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L152,C169,Shandong Auto,UP242,Shandong Kama,319353,EUR,19903863,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L153,C170,Shandong Kama,UP128,Huanghai Motors,258105,EUR,19292835,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L154,C171,Shandong Tangjun Ouling,UP89,Electric Mobility Solutions,332345,EUR,20033475,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L155,C173,Shanghai Automotive Industry Corp,UP114,Guizhou Yunque,203353,EUR,18746613,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L156,C176,Shanxi Dayun,UP145,Jiangling Jingma,329561,EUR,20005701,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L157,C178,Shenyang Polarsun,UP309,Yulon,261817,EUR,19329867,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L158,C180,Shuanghuan Auto,UP234,Santana,337913,EUR,20089023,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L159,C182,Sichuan Auto,UP202,Otokar,227481,EUR,18987321,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L160,C184,Singulato,UP185,Morattab,334201,EUR,20051991,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L161,C185,Sinotruk,UP147,Jiangxi Huaxiang Fuqi,273881,EUR,19450221,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L162,C188,South-East Automobile,UP230,"San Yang Industry Co., Ltd.",338841,EUR,20098281,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L163,C192,Streetscooter,UP305,Xiaopeng,245113,EUR,19163223,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L164,C193,Subaru Corp,UP94,Faraday Future,335129,EUR,20061249,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L165,C195,Sunwin Bus,UP79,Dongfeng-Luxgen,285945,EUR,19570575,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
